Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595	158	-15	15	2595
159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622	159	-126	27	2622
160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665	160	-340	43	2665
161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680	161	-15	15	2680
162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697	162	-17	17	2697
163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710	163	-13	13	2710
164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725	164	-15	15	2725
165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742	165	-17	17	2742
166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759	166	-17	17	2759
167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772	167	-13	13	2772
168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785	168	-13	13	2785
169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798	169	-13	13	2798
170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813	170	-15	15	2813
171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834	171	-21	21	2834
172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847	172	-13	13	2847
173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862	173	-15	15	2862
174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878	174	-115	16	2878
175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891	175	-13	13	2891
176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906	176	-15	15	2906
177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931	177	-223	25	2931
178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944	178	-13	13	2944
179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957	179	-13	13	2957
180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970	180	-13	13	2970
181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983	181	-13	13	2983
182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998	182	-15	15	2998
183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021	183	-122	23	3021
184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038	184	-17	17	3038
185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051	185	-13	13	3051
186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072	186	-21	21	3072
187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088	187	-16	16	3088
188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101	188	-13	13	3101
189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114	189	-13	13	3114
190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132	190	-117	18	3132
191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147	191	-15	15	3147
192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160	192	-13	13	3160
193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175	193	-15	15	3175
194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188	194	-13	13	3188
195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215	195	-126	27	3215
196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228	196	-13	13	3228
197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243	197	-15	15	3243
198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256	198	-13	13	3256
199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276	199	-119	20	3276
