Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133	181	-27	27	11133
182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169	182	-36	36	11169
183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201	183	-32	32	11201
184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222	184	-21	21	11222
185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252	185	-30	30	11252
186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274	186	-22	22	11274
187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305	187	-31	31	11305
188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326	188	-21	21	11326
189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355	189	-128	29	11355
190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372	190	-17	17	11372
191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392	191	-20	20	11392
192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416	192	-24	24	11416
193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444	193	-127	28	11444
194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478	194	-34	34	11478
195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496	195	-18	18	11496
196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518	196	-22	22	11518
197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539	197	-21	21	11539
198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556	198	-17	17	11556
199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582	199	-26	26	11582
