Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077	190	-18	18	14077
191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096	191	-19	19	14096
192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133	192	-37	37	14133
193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171	193	-38	38	14171
194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197	194	-26	26	14197
195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221	195	-24	24	14221
196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252	196	-31	31	14252
197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278	197	-26	26	14278
198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299	198	-21	21	14299
199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328	199	-29	29	14328
200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353	200	-25	25	14353
201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380	201	-27	27	14380
202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409	202	-29	29	14409
203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430	203	-21	21	14430
204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452	204	-22	22	14452
205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471	205	-19	19	14471
206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491	206	-20	20	14491
207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517	207	-26	26	14517
208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575	208	-157	58	14575
209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599	209	-24	24	14599
210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621	210	-22	22	14621
211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642	211	-21	21	14642
212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671	212	-29	29	14671
213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693	213	-22	22	14693
214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714	214	-21	21	14714
215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735	215	-21	21	14735
216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766	216	-31	31	14766
217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784	217	-18	18	14784
218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805	218	-21	21	14805
219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827	219	-22	22	14827
220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876	220	-148	49	14876
221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907	221	-31	31	14907
222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926	222	-19	19	14926
223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949	223	-23	23	14949
224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976	224	-27	27	14976
225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998	225	-22	22	14998
226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020	226	-22	22	15020
227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041	227	-21	21	15041
228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063	228	-22	22	15063
229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082	229	-118	19	15082
230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105	230	-23	23	15105
231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126	231	-21	21	15126
232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144	232	-18	18	15144
233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176	233	-131	32	15176
234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195	234	-19	19	15195
235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215	235	-20	20	15215
236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237	236	-22	22	15237
237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259	237	-121	22	15259
238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282	238	-23	23	15282
239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309	239	-27	27	15309
240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331	240	-121	22	15331
241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349	241	-18	18	15349
242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373	242	-24	24	15373
243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395	243	-22	22	15395
244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412	244	-17	17	15412
245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432	245	-20	20	15432
246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458	246	-26	26	15458
247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482	247	-24	24	15482
248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502	248	-20	20	15502
249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521	249	-19	19	15521
250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543	250	-22	22	15543
251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563	251	-20	20	15563
252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580	252	-17	17	15580
253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599	253	-19	19	15599
