Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484	159	-25	25	10484
160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512	160	-28	28	10512
161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540	161	-28	28	10540
162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578	162	-38	38	10578
163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601	163	-23	23	10601
164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622	164	-21	21	10622
165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646	165	-24	24	10646
166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676	166	-30	30	10676
167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703	167	-27	27	10703
168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729	168	-26	26	10729
169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763	169	-34	34	10763
170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781	170	-18	18	10781
171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818	171	-37	37	10818
172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842	172	-24	24	10842
173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861	173	-19	19	10861
174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880	174	-19	19	10880
175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905	175	-25	25	10905
176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927	176	-22	22	10927
177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963	177	-36	36	10963
178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981	178	-18	18	10981
179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003	179	-22	22	11003
180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031	180	-28	28	11031
181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054	181	-23	23	11054
182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096	182	-141	42	11096
183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127	183	-31	31	11127
184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150	184	-23	23	11150
185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173	185	-23	23	11173
186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220	186	-146	47	11220
187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245	187	-25	25	11245
188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270	188	-124	25	11270
189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291	189	-21	21	11291
190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312	190	-21	21	11312
191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334	191	-22	22	11334
192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353	192	-19	19	11353
193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371	193	-18	18	11371
194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394	194	-23	23	11394
195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422	195	-28	28	11422
196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460	196	-38	38	11460
197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479	197	-19	19	11479
198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505	198	-26	26	11505
199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525	199	-20	20	11525
